,index,username,to,text,sentiment,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,urls,hashtag,short_date
9875,137542,Solo76110,,#atatianajefferson #rip #justice #sayhername #fortworth #texas https://t.co/0p6WBSHBcV,0,1,2,-1,1.18353E+18,https://twitter.com/Solo76110/status/1183525687866675200,267776582,2019-10-13 23:31:27+00:00,Sun Oct 13 23:31:27 +0000 2019,,#atatianajefferson #rip #justice #sayhername #fortworth #texas,,#sayhername,10/13/2019
10986,138711,CandleMustard,,#sayhername  #JusticeforAtatianaJefferson #atatianajefferson #staywoke #tuesdayvibes #TuesdayThoughts #GunViolence #awareness #candles #crimesagainstwomen #allivesmatter https://t.co/HH5QCA40ET,0,0,0,-1,1.18421E+18,https://twitter.com/CandleMustard/status/1184207395980861440,1.03673E+18,2019-10-15 20:40:19+00:00,Tue Oct 15 20:40:19 +0000 2019,,#sayhername #JusticeforAtatianaJefferson #atatianajefferson #staywoke #tuesdayvibes #TuesdayThoughts #GunViolence #awareness #candles #crimesagainstwomen #allivesmatter,,#sayhername,10/15/2019
4589,54247,GetUpErica,,#SayHerName: Chicago Mother Of Five Killed By Walgreens Manager Pretending To Be Police https://t.co/ZUjLX7Jo4q,0,0,1,-1,1.14137E+18,https://twitter.com/GetUpErica/status/1141372650557726720,7.24694E+17,2019-06-19 15:50:20+00:00,Wed Jun 19 15:50:20 +0000 2019,,#SayHerName,https://t.co/ZUjLX7Jo4q,#sayhername,6/19/2019
9853,137517,Lyrikal7,shaunking,"@shaunking Another life threatening activity when Black. We should start getting hazard pay for breathing. 
Time to stop being so forgiving. #NoForgiveness #AtatianaJefferson  #SayHerName  #TiredofHashtags https://t.co/flEnAt1iJX",-1,0,0,-1,1.18352E+18,https://twitter.com/Lyrikal7/status/1183524858262540288,4040008273,2019-10-13 23:28:09+00:00,Sun Oct 13 23:28:09 +0000 2019,shaunking,#NoForgiveness #AtatianaJefferson #SayHerName #TiredofHashtags,,#sayhername,10/13/2019
1062,18643,syafiqkecik456,,Ari Lennox #SayHerName #ArrestMnuchin #IfICouldBeABirdIdBe     https://t.co/i6TMcPfR2a,0,0,0,-1,1.12576E+18,https://twitter.com/syafiqkecik456/status/1125760407300399104,1.11053E+18,2019-05-07 13:52:51+00:00,Tue May 07 13:52:51 +0000 2019,,#SayHerName #ArrestMnuchin #IfICouldBeABirdIdBe,https://t.co/i6TMcPfR2a,#sayhername,5/7/2019
9893,137560,drceecee,JoshuaPotash,@JoshuaPotash #ImpeachmentMarches #SundayMotivation #Sunday #CARvsTB #SayHerName #SundayFunday #blackharriesmatter #Kurds #FlyEaglesFly #FortniteSeason11 #NoBraDay #Chiefs #Redskins #FFNow #artvsartist2019,-1,0,0,-1,1.18353E+18,https://twitter.com/drceecee/status/1183530912740466688,240470639,2019-10-13 23:52:13+00:00,Sun Oct 13 23:52:13 +0000 2019,JoshuaPotash,#ImpeachmentMarches #SundayMotivation #Sunday #CARvsTB #SayHerName #SundayFunday #blackharriesmatter #Kurds #FlyEaglesFly #FortniteSeason11 #NoBraDay #Chiefs #Redskins #FFNow #artvsartist2019,,#sayhername,10/13/2019
2952,30372,PghLesbian24,PghLesbian24,"Muhlaysia Booker, 23, of Dallas is 4th Trans Woman Murdered in the US in 2019 https://t.co/Vi0cB3wIs7 #SayHerName #MuylaysiaBooker",0,0,0,-1,1.13051E+18,https://twitter.com/PghLesbian24/status/1130510559676456960,14720577,2019-05-20 16:28:15+00:00,Mon May 20 16:28:15 +0000 2019,,#SayHerName #MuylaysiaBooker,https://t.co/Vi0cB3wIs7,#sayhername,5/20/2019
3225,30664,Zelle4Dallas,,Rest in Power Muhlaysia Booker #sayhername Commemorate her life tomorrow at Lagow Park 7-8:30 https://t.co/jQhC3Dr9By https://t.co/ih0iyrlwEv,0,1,2,-1,1.13094E+18,https://twitter.com/Zelle4Dallas/status/1130944824893419521,9.35651E+17,2019-05-21 21:13:52+00:00,Tue May 21 21:13:52 +0000 2019,,#sayhername,https://t.co/jQhC3Dr9By,#sayhername,5/21/2019
11297,139036,ShanaBartley,,"I have to say that @JulianCastro naming police violence as part of gun violence was an impt moment.  It means something to #SayHerName #AtatianaJefferson.
I am glad that he is on the debate stage for multiple reasons.",1,2,15,-1,1.1843E+18,https://twitter.com/ShanaBartley/status/1184300201386754048,2584523498,2019-10-16 02:49:05+00:00,Wed Oct 16 02:49:05 +0000 2019,JulianCastro,#SayHerName #AtatianaJefferson,,#sayhername,10/16/2019
11833,146333,camprehoboth,,"Rehoboth TransLiance, Safe Harbor United Church of Christ, Metropolitan Community Church of Rehoboth, and @CAMPRehoboth will hold a vigil for the Transgender Day of Remembrance on November 20th.  https://t.co/BSHTzidNeP #sayhername #ashanticarmon #zoespears https://t.co/z2DKSiiq8d",0,1,3,-1,1.18788E+18,https://twitter.com/camprehoboth/status/1187875238765322242,1.18379E+18,2019-10-25 23:35:01+00:00,Fri Oct 25 23:35:01 +0000 2019,camprehoboth,#sayhername #ashanticarmon #zoespears,https://t.co/BSHTzidNeP,#sayhername,10/25/2019
12127,146650,MaggiesToronto,MaggiesToronto,"Let's be very clear: sex workers are not your talking points. 

Don't just care when we're dead. 
Don't just care when we're incarcerated. 
Don't just care when we're suffering. 

Care always. 

How? #SayHerName. 

#JusticeForMoka #TakeBackTPL https://t.co/cMwgFHxdMr",-1,7,21,-1,1.18941E+18,https://twitter.com/MaggiesToronto/status/1189405892728578048,520936149,2019-10-30 04:57:17+00:00,Wed Oct 30 04:57:17 +0000 2019,,#SayHerName #JusticeForMoka #TakeBackTPL,,#sayhername,10/30/2019
5064,64226,IssuesUSASPAC,,Support #BlackLivesMatter #BlackTwitter #ICantBreathe #BLM #Ferguson #AllLivesMatter #SayHerName #BlueLivesMatter https://t.co/g3dxSsaP3Z,1,0,0,-1,1.14486E+18,https://twitter.com/IssuesUSASPAC/status/1144863514609246208,3039817185,2019-06-29 07:01:47+00:00,Sat Jun 29 07:01:47 +0000 2019,,#BlackLivesMatter #BlackTwitter #ICantBreathe #BLM #Ferguson #AllLivesMatter #SayHerName #BlueLivesMatter,https://t.co/g3dxSsaP3Z,#sayhername,6/29/2019
2745,25501,GlobalHoodNews,,Had it been a dog there would be a worldwide outcry. (#repost @isiahcareyfox26) #PamelaTurner #SayHerName #IsiahFactor #JusticeForPamelaTurner https://t.co/WngmMIjQ2N,-1,3,4,-1,1.12891E+18,https://twitter.com/GlobalHoodNews/status/1128910942744457216,77405741,2019-05-16 06:31:57+00:00,Thu May 16 06:31:57 +0000 2019,isiahcareyFOX26,#repost #PamelaTurner #SayHerName #IsiahFactor #JusticeForPamelaTurner,,#sayhername,5/16/2019
10556,138264,TraumaOfBirth,,"That's not enough! We want more than his badge, we want his freedom. A 28 year old young lady is gone because of his bad judgement! #SayHerName https://t.co/l7WH0Vr7ox",-1,0,0,-1,1.18387E+18,https://twitter.com/TraumaOfBirth/status/1183865564340674560,201176306,2019-10-14 22:02:00+00:00,Mon Oct 14 22:02:00 +0000 2019,,#SayHerName,https://t.co/l7WH0Vr7ox,#sayhername,10/14/2019
9931,137601,HealthInHerHue,,#AtatianaJefferson #SayHerName https://t.co/a7QkvR1rfA,0,0,5,-1,1.18323E+18,https://twitter.com/HealthInHerHue/status/1183233904200867840,9.75091E+17,2019-10-13 04:12:00+00:00,Sun Oct 13 04:12:00 +0000 2019,,#AtatianaJefferson #SayHerName,https://t.co/a7QkvR1rfA,#sayhername,10/13/2019
9437,137070,danwibg,,Who cares that the State abandoned Caroline Ann Hunt? https://t.co/QsJeVYwKJg #CarolineAnnHunt #SayHerName #HMPFoston,-1,0,0,-1,1.18345E+18,https://twitter.com/danwibg/status/1183445807875461120,56399493,2019-10-13 18:14:02+00:00,Sun Oct 13 18:14:02 +0000 2019,,#CarolineAnnHunt #SayHerName #HMPFoston,https://t.co/QsJeVYwKJg,#sayhername,10/13/2019
4842,59495,I_BeTheMrX,I_BeTheMrX,"Since the peace agreements were signed in the Havana, the government have not provided security warranties for our social leaders.

#SayHerName 
#NoMasLideresAsesinados
#BlackLivesMatter
#ParoNacional7Agosto

https://t.co/148kXfEfLN",-1,2,2,-1,1.14331E+18,https://twitter.com/I_BeTheMrX/status/1143307403854798848,225500510,2019-06-24 23:58:21+00:00,Mon Jun 24 23:58:21 +0000 2019,,#SayHerName #NoMasLideresAsesinados #BlackLivesMatter #ParoNacional7Agosto,https://t.co/148kXfEfLN,#sayhername,6/24/2019
11600,142845,MistrixMsE,,As #turkey again leaves its borders to commit atrocity against #women #journalists #politicians and #activists like #HevrinKhalaf we must remember our own #SerenaShim #WhoKilledSerenaShim #SayHerName #RememberSerenaShim,-1,1,2,-1,1.18576E+18,https://twitter.com/MistrixMsE/status/1185757045917671424,80406937,2019-10-20 03:18:04+00:00,Sun Oct 20 03:18:04 +0000 2019,,#turkey #women #journalists #politicians #activists #HevrinKhalaf #SerenaShim #WhoKilledSerenaShim #SayHerName #RememberSerenaShim,,#sayhername,10/20/2019
4504,54157,JoseTCastaneda3,,".@JulianCastro is the only candidate acknowledging the racialized &amp; gendered violence happening to our Black Trans sisters and #QTPOC, #LGBTQ communities of color. Rest in power Zoe Spears. #SayHerName #BlackTransLivesMatter https://t.co/hBaidFgmwR",0,7,36,-1,1.14041E+18,https://twitter.com/JoseTCastaneda3/status/1140409079099117569,18827511,2019-06-17 00:01:26+00:00,Mon Jun 17 00:01:26 +0000 2019,JulianCastro,#QTPOC #LGBTQ #SayHerName #BlackTransLivesMatter,https://t.co/hBaidFgmwR,#sayhername,6/17/2019
3891,40174,CopperCherokee,HeshimuK,@HeshimuK #SayHerName #SondraBland Startling photos here supposed to be doctored pictures of Sondra Blands dead body and the real photos...(its not hard to catch subversive schemes by racist off guard in digital info age..all their tricks for hiding truth are topsy-turvy) https://t.co/44tuOFMV1c,-1,0,0,-1,1.13589E+18,https://twitter.com/CopperCherokee/status/1135885782848344064,3166046356,2019-06-04 12:27:29+00:00,Tue Jun 04 12:27:29 +0000 2019,HeshimuK,#SayHerName #SondraBland,,#sayhername,6/4/2019
5277,69154,QuarterCoyote,,Honor these 25 black women who died in police custody. #SAYHERNAME https://t.co/pOJmF37GP2,0,0,0,-1,1.14866E+18,https://twitter.com/QuarterCoyote/status/1148657767168782336,147357464,2019-07-09 18:18:47+00:00,Tue Jul 09 18:18:47 +0000 2019,,#SAYHERNAME,https://t.co/pOJmF37GP2,#sayhername,7/9/2019
9204,136822,ItsNickFam,,All this training to enter someoneï¿½ï¿½ï¿½s home and shoot them in their room #SayHerName https://t.co/0qF0,0,2,12,-1,1.18341E+18,https://twitter.com/ItsNickFam/status/1183414125197713415,8.27259E+17,2019-10-13 16:08:08+00:00,Sun Oct 13 16:08:08 +0000 2019,,#SayHerName,,#sayhername,10/13/2019
19,3910,OriginalDiva_E,,#sayhername #missingmom #bringherhome #alyssamclemore #findthemissing https://t.co/ajcF7ZpCf9,0,0,0,-1,1.11681E+18,https://twitter.com/OriginalDiva_E/status/1116808607050285056,254262727,2019-04-12 21:01:35+00:00,Fri Apr 12 21:01:35 +0000 2019,,#sayhername #missingmom #bringherhome #alyssamclemore #findthemissing,https://t.co/ajcF7ZpCf9,#sayhername,4/12/2019
8409,129169,danwibg,,What happened to Cherdeena Wynne? Nothing. An Aboriginal woman died in police custody https://t.co/zZXJQ8Lqsi #CherdeenaWynne #SayHerName #BlackLivesMatter #Australia,0,0,0,-1,1.18011E+18,https://twitter.com/danwibg/status/1180110988512841728,56399493,2019-10-04 13:22:39+00:00,Fri Oct 04 13:22:39 +0000 2019,,#CherdeenaWynne #SayHerName #BlackLivesMatter #Australia,https://t.co/zZXJQ8Lqsi,#sayhername,10/4/2019
10136,137822,danwibg,,"In Scotland, what happened to Katie Allan? Death by omission of care https://t.co/gLrfEfcDyb #Scotland #KatieAllan #SayHerName #Polmont @GW_WGSS",0,0,0,-1,1.18373E+18,https://twitter.com/danwibg/status/1183726758505472001,56399493,2019-10-14 12:50:26+00:00,Mon Oct 14 12:50:26 +0000 2019,GW_WGSS,#Scotland #KatieAllan #SayHerName #Polmont,https://t.co/gLrfEfcDyb,#sayhername,10/14/2019
139,4042,banannafanny,BarefootRockU,@BarefootRockU @RashidaTlaib @SenSanders @ewarren @repdelgado @PeteButtigieg @SenGillibrand @SenSchumer @NitaLowey No @PeteButtigieg gets very little credit. He only mentioned her name in the last tweet of a thread (after talking about himself first ï¿½ï¿½ï¿½ï¿½) and after responses came in telling him to #Sa,-1,0,0,-1,1.11712E+18,https://twitter.com/banannafanny/status/1117123720835821568,1361200555,2019-04-13 17:53:44+00:00,Sat Apr 13 17:53:44 +0000 2019,BarefootRockU RashidaTlaib SenSanders ewarren repdelgado PeteButtigieg SenGillibrand SenSchumer NitaLowey PeteButtigieg,#SayHerName,,#sayhername,4/13/2019
6100,75965,sheetsandcheeks,,ýýýý gahdamnpunk: I have no faith in a proper investigation. #SayHerNameýý #SadieRobertsJoseph https://t.co/WGkEaMFiVy,-1,0,0,-1,1.15155E+18,https://twitter.com/sheetsandcheeks/status/1151547609665945600,104000658,2019-07-17 17:41:59+00:00,Wed Jul 17 17:41:59 +0000 2019,,#SayHerName #SadieRobertsJoseph,https://t.co/WGkEaMFiVy,#sayhername,7/17/2019
2050,19755,Arrow252525,,"ICYMI All this time later, this cell phone video emerges. We all knew #SandraBland's death was on hands of the police. THEN. Now? That video opens those wounds again and demands a re-opening of her case. #SayHerName #TheBeat https://t.co/780Cg5dy9A",-1,0,0,-1,1.12626E+18,https://twitter.com/Arrow252525/status/1126264510971465728,2225308854,2019-05-08 23:15:59+00:00,Wed May 08 23:15:59 +0000 2019,,#SandraBland #SayHerName #TheBeat,https://t.co/780Cg5dy9A,#sayhername,5/8/2019
2922,30342,mayacriesalot,,rest in power Muhlaysia Booker #SayHerName https://t.co/KNDEUzlNAZ,1,1,1,-1,1.13049E+18,https://twitter.com/mayacriesalot/status/1130494022458531840,1.01242E+18,2019-05-20 15:22:33+00:00,Mon May 20 15:22:33 +0000 2019,,#SayHerName,https://t.co/KNDEUzlNAZ,#sayhername,5/20/2019
4439,54089,Dauntus,,"#SayHerName
#ZoeSpears https://t.co/fdFJfSjGqy",0,0,0,-1,1.13996E+18,https://twitter.com/Dauntus/status/1139962873692614657,45499930,2019-06-15 18:28:23+00:00,Sat Jun 15 18:28:23 +0000 2019,,#SayHerName #ZoeSpears,https://t.co/fdFJfSjGqy,#sayhername,6/15/2019
7767,116511,strainewreck,,#Castro2020 #SayHerName #respect #DemDebate #DebateNight,0,0,0,-1,1.17231E+18,https://twitter.com/strainewreck/status/1172309832038150149,3403859476,2019-09-13 00:43:39+00:00,Fri Sep 13 00:43:39 +0000 2019,,#Castro2020 #SayHerName #respect #DemDebate #DebateNight,,#sayhername,9/13/2019
8709,136288,NicoleBarrettTV,,The Cops are quick to point out there was a gun in the home. NOT in her hand! #SayHerName,0,2,4,-1,1.18336E+18,https://twitter.com/NicoleBarrettTV/status/1183363716223586311,37531173,2019-10-13 12:47:50+00:00,Sun Oct 13 12:47:50 +0000 2019,,#SayHerName,,#sayhername,10/13/2019
9273,136898,Indi_Tx27,,"#SayHerName 
#AtatianaJefferson
#ThankYouBeto https://t.co/4eU9tIF66l",0,0,1,-1,1.18344E+18,https://twitter.com/Indi_Tx27/status/1183438521148809216,8.30778E+17,2019-10-13 17:45:05+00:00,Sun Oct 13 17:45:05 +0000 2019,,#SayHerName #AtatianaJefferson #ThankYouBeto,https://t.co/4eU9tIF66l,#sayhername,10/13/2019
5954,75810,AltermanAnne,,"CN Mord
#SayHerName #SadieRobertsJoseph https://t.co/vhi5Cz5WZY",0,4,5,-1,1.15031E+18,https://twitter.com/AltermanAnne/status/1150305885329264641,1617480037,2019-07-14 07:27:49+00:00,Sun Jul 14 07:27:49 +0000 2019,,#SayHerName #SadieRobertsJoseph,https://t.co/vhi5Cz5WZY,#sayhername,7/14/2019
8098,120266,blkwomenradical,blkwomenradical,"#AgathaPresente 
#ACulpaEDoWitzel 
#VidasNegrasImportam 
#SayHerName 
#BlackLivesMatter 
#allblacklivesmatter",0,6,6,-1,1.17584E+18,https://twitter.com/blkwomenradical/status/1175837425077116928,1.03678E+18,2019-09-22 18:21:02+00:00,Sun Sep 22 18:21:02 +0000 2019,,#AgathaPresente #ACulpaEDoWitzel #VidasNegrasImportam #SayHerName #BlackLivesMatter #allblacklivesmatter,,#sayhername,9/22/2019
11817,146317,larry_weise,Trace___65roses,@Trace___65roses #TravestyOfJustice #FreeRealityWinner #Justice4Reality #Grateful4Reality #2SystemsOfJustice #SayHerName #RealityWinner,0,0,1,-1,1.1878E+18,https://twitter.com/larry_weise/status/1187804715075145728,1.0048E+18,2019-10-25 18:54:47+00:00,Fri Oct 25 18:54:47 +0000 2019,Trace___65roses,#TravestyOfJustice #FreeRealityWinner #Justice4Reality #Grateful4Reality #2SystemsOfJustice #SayHerName #RealityWinner,,#sayhername,10/25/2019
253,4176,Tom4CongressNY6,SpeakerPelosi,@SpeakerPelosi #SayHerName #IStandWithIlhan,0,1,15,-1,1.11731E+18,https://twitter.com/Tom4CongressNY6/status/1117312070716928000,9.86777E+17,2019-04-14 06:22:10+00:00,Sun Apr 14 06:22:10 +0000 2019,SpeakerPelosi,#SayHerName #IStandWithIlhan,,#sayhername,4/14/2019
4791,59442,LeBaronLordKing,,#BlackLivesMatter #SayHerName #BlackTwitter #America #California #BayArea #Oakland (link: https://t.co/iKR8gIbgur)  https://t.co/uNxbYsWr3m via @TheRoot,0,0,0,-1,1.14286E+18,https://twitter.com/LeBaronLordKing/status/1142862956805283840,2203587949,2019-06-23 18:32:16+00:00,Sun Jun 23 18:32:16 +0000 2019,TheRoot,#BlackLivesMatter #SayHerName #BlackTwitter #America #California #BayArea #Oakland,https://t.co/iKR8gIbgur https://t.co/uNxbYsWr3m,#sayhername,6/23/2019
1205,18806,backroads_linda,Amy_Siskind,@Amy_Siskind our hearts were already broken - this only fed fuel to the raging fire that demands justice for Sandra #SayHerName Bland!!,-1,1,3,-1,1.12579E+18,https://twitter.com/backroads_linda/status/1125786454716821506,446522112,2019-05-07 15:36:21+00:00,Tue May 07 15:36:21 +0000 2019,Amy_Siskind,#SayHerName,,#sayhername,5/7/2019
4091,46098,LeBaronLordKing,,Those wacky Alabamaians #BlackLivesMatter #SayHerName #BlackTwitter #America #California #BayArea #Oakland #Alabama https://t.co/JB4fiTqzbU,-1,0,0,-1,1.13714E+18,https://twitter.com/LeBaronLordKing/status/1137139694863446016,2203587949,2019-06-07 23:30:04+00:00,Fri Jun 07 23:30:04 +0000 2019,,#BlackLivesMatter #SayHerName #BlackTwitter #America #California #BayArea #Oakland #Alabama,https://t.co/JB4fiTqzbU,#sayhername,6/7/2019
2870,30288,GBBranstetter,,"23 y/o Muhlaysia Booker was attacked last month and found dead over the weekend.

At a rally after her assault, Muhlaysia said ""This time, I can stand before you. Whereas in other scenarios, we are at a memorial.ï¿½ï¿½ï¿½

#SayHerName #MuhlaysiaBooker
 https://t.co/UsAw",-1,5,0,-1,1.13042E+18,https://twitter.com/GBBranstetter/status/1130418886120284160,366290725,2019-05-20 10:23:59+00:00,Mon May 20 10:23:59 +0000 2019,,#SayHerName #MuhlaysiaBooker,https://t.co/UsAwq1U16G,#sayhername,5/20/2019
